record_id,primary_category,analysis_year,document_type_mysql,metric,value
590,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
591,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
592,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
593,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
594,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
595,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
596,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
597,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
614,scraped_json_api,,scraped_json_api,estimated_value,38.4
657,scraped_json_api,,scraped_json_api,estimated_value,38.4
671,scraped_json_api,,scraped_json_api,estimated_value,38.4
672,scraped_json_api,,scraped_json_api,estimated_value,38.4
673,scraped_json_api,,scraped_json_api,estimated_value,38.4
674,scraped_json_api,,scraped_json_api,estimated_value,38.4
727,excel_summary,,excel_summary,estimated_value,38.4
729,scraped_html,,scraped_html,estimated_value,38.4
730,scraped_html,,scraped_html,estimated_value,38.4
731,scraped_html,,scraped_html,estimated_value,38.4
732,scraped_html,,scraped_html,estimated_value,38.4
733,scraped_html,,scraped_html,estimated_value,38.4
734,scraped_html,,scraped_html,estimated_value,38.4
735,scraped_html,,scraped_html,estimated_value,38.4
736,scraped_html,,scraped_html,estimated_value,38.4
737,scraped_html,,scraped_html,estimated_value,38.4
738,scraped_html,,scraped_html,estimated_value,38.4
739,scraped_html,,scraped_html,estimated_value,38.4
740,scraped_html,,scraped_html,estimated_value,38.4
741,scraped_html,,scraped_html,estimated_value,38.4
742,scraped_html,,scraped_html,estimated_value,38.4
743,scraped_html,,scraped_html,estimated_value,38.4
744,scraped_html,,scraped_html,estimated_value,38.4
745,scraped_html,,scraped_html,estimated_value,38.4
746,scraped_html,,scraped_html,estimated_value,38.4
747,scraped_html,,scraped_html,estimated_value,38.4
748,scraped_html,,scraped_html,estimated_value,38.4
749,scraped_html,,scraped_html,estimated_value,38.4
750,scraped_html,,scraped_html,estimated_value,38.4
751,scraped_html,,scraped_html,estimated_value,38.4
752,scraped_html,,scraped_html,estimated_value,38.4
753,scraped_html,,scraped_html,estimated_value,38.4
754,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
755,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
756,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
757,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
758,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
759,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
760,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
761,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
762,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
763,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
764,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
765,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
766,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
767,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
768,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
769,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
770,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
771,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
772,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
773,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
774,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
775,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
776,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
777,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
778,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
779,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
780,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
781,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
782,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
783,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
784,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
785,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
786,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
787,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
788,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
789,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
790,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
791,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
792,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
793,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
794,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
795,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
796,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
797,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
798,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
799,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
800,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
801,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
802,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
803,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
804,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
805,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
806,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
807,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
808,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
809,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
810,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
811,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
812,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
813,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
814,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
815,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
816,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
817,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
818,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
819,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
820,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
821,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
822,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
823,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
824,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
825,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
826,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
827,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
828,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
829,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
830,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
831,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
832,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
833,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
834,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
835,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
836,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
837,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
838,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
839,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
840,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
841,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
842,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
843,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
844,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
845,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
846,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
847,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
848,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
849,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
850,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
851,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
852,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
853,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
870,scraped_json_api,,scraped_json_api,estimated_value,38.4
913,scraped_json_api,,scraped_json_api,estimated_value,38.4
927,scraped_json_api,,scraped_json_api,estimated_value,38.4
928,scraped_json_api,,scraped_json_api,estimated_value,38.4
929,scraped_json_api,,scraped_json_api,estimated_value,38.4
930,scraped_json_api,,scraped_json_api,estimated_value,38.4
983,excel_summary,,excel_summary,estimated_value,38.4
985,scraped_html,,scraped_html,estimated_value,38.4
986,scraped_html,,scraped_html,estimated_value,38.4
987,scraped_html,,scraped_html,estimated_value,38.4
988,scraped_html,,scraped_html,estimated_value,38.4
989,scraped_html,,scraped_html,estimated_value,38.4
990,scraped_html,,scraped_html,estimated_value,38.4
991,scraped_html,,scraped_html,estimated_value,38.4
992,scraped_html,,scraped_html,estimated_value,38.4
993,scraped_html,,scraped_html,estimated_value,38.4
994,scraped_html,,scraped_html,estimated_value,38.4
995,scraped_html,,scraped_html,estimated_value,38.4
996,scraped_html,,scraped_html,estimated_value,38.4
997,scraped_html,,scraped_html,estimated_value,38.4
998,scraped_html,,scraped_html,estimated_value,38.4
999,scraped_html,,scraped_html,estimated_value,38.4
1000,scraped_html,,scraped_html,estimated_value,38.4
1001,scraped_html,,scraped_html,estimated_value,38.4
1002,scraped_html,,scraped_html,estimated_value,38.4
1003,scraped_html,,scraped_html,estimated_value,38.4
1004,scraped_html,,scraped_html,estimated_value,38.4
1005,scraped_html,,scraped_html,estimated_value,38.4
1006,scraped_html,,scraped_html,estimated_value,38.4
1007,scraped_html,,scraped_html,estimated_value,38.4
1008,scraped_html,,scraped_html,estimated_value,38.4
1009,scraped_html,,scraped_html,estimated_value,38.4
1010,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1011,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1012,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1013,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1014,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1015,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1016,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1017,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1018,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1019,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1020,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1021,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1022,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1023,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1024,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1025,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1026,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1027,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1028,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1029,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1030,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1031,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1032,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1033,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1034,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1035,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1036,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1037,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1038,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1039,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1040,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1041,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1042,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1043,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1044,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1045,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1046,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1047,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1048,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1049,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1050,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1051,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1052,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1053,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1054,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1055,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1056,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1057,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1058,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1059,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1060,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1061,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1062,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1063,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1064,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1065,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1066,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1067,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1068,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1069,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1070,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1071,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1072,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1073,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1074,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1075,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1076,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1077,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1078,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1079,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1080,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1081,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1082,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1083,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1084,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1085,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1086,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1087,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1088,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1089,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1090,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1091,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1092,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1093,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1094,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1095,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1096,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1097,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1098,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1099,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1100,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1101,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1102,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1103,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1104,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1105,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1106,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1107,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1108,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1109,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1126,scraped_json_api,,scraped_json_api,estimated_value,38.4
1169,scraped_json_api,,scraped_json_api,estimated_value,38.4
1183,scraped_json_api,,scraped_json_api,estimated_value,38.4
1184,scraped_json_api,,scraped_json_api,estimated_value,38.4
1185,scraped_json_api,,scraped_json_api,estimated_value,38.4
1186,scraped_json_api,,scraped_json_api,estimated_value,38.4
1239,excel_summary,,excel_summary,estimated_value,38.4
1241,scraped_html,,scraped_html,estimated_value,38.4
1242,scraped_html,,scraped_html,estimated_value,38.4
1243,scraped_html,,scraped_html,estimated_value,38.4
1244,scraped_html,,scraped_html,estimated_value,38.4
1245,scraped_html,,scraped_html,estimated_value,38.4
1246,scraped_html,,scraped_html,estimated_value,38.4
1247,scraped_html,,scraped_html,estimated_value,38.4
1248,scraped_html,,scraped_html,estimated_value,38.4
1249,scraped_html,,scraped_html,estimated_value,38.4
1250,scraped_html,,scraped_html,estimated_value,38.4
1251,scraped_html,,scraped_html,estimated_value,38.4
1252,scraped_html,,scraped_html,estimated_value,38.4
1253,scraped_html,,scraped_html,estimated_value,38.4
1254,scraped_html,,scraped_html,estimated_value,38.4
1255,scraped_html,,scraped_html,estimated_value,38.4
1256,scraped_html,,scraped_html,estimated_value,38.4
1257,scraped_html,,scraped_html,estimated_value,38.4
1258,scraped_html,,scraped_html,estimated_value,38.4
1259,scraped_html,,scraped_html,estimated_value,38.4
1260,scraped_html,,scraped_html,estimated_value,38.4
1261,scraped_html,,scraped_html,estimated_value,38.4
1262,scraped_html,,scraped_html,estimated_value,38.4
1263,scraped_html,,scraped_html,estimated_value,38.4
1264,scraped_html,,scraped_html,estimated_value,38.4
1265,scraped_html,,scraped_html,estimated_value,38.4
1266,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1267,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1268,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1269,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1270,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1271,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1272,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1273,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1274,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1275,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1276,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1277,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1278,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1279,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1280,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1281,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1282,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1283,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1284,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1285,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1286,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1287,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1288,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1289,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1290,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1291,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1292,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1293,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1294,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1295,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1296,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1297,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1298,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1299,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1300,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1301,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1302,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1303,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1304,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1305,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1306,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1307,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1308,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1309,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1310,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1311,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1312,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1313,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1314,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1315,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1316,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1317,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1318,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1319,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1320,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1321,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1322,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1323,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1324,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1325,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1326,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1327,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1328,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1329,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1330,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1331,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1332,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1333,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1334,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1335,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1336,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1337,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1338,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1339,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1340,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1341,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1342,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1343,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1344,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1345,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1346,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1347,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1348,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1349,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1350,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1351,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1352,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1353,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1354,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1355,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1356,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1357,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1358,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1359,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1360,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1361,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1362,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1363,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1364,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1365,scraped_html_paginated,,scraped_html_paginated,estimated_value,38.4
1382,scraped_json_api,,scraped_json_api,estimated_value,38.4
1425,scraped_json_api,,scraped_json_api,estimated_value,38.4
1439,scraped_json_api,,scraped_json_api,estimated_value,38.4
1440,scraped_json_api,,scraped_json_api,estimated_value,38.4
1441,scraped_json_api,,scraped_json_api,estimated_value,38.4
1442,scraped_json_api,,scraped_json_api,estimated_value,38.4
350,scraped_json_api,,scraped_json_api,estimated_value,33.6
372,scraped_json_api,,scraped_json_api,estimated_value,33.6
410,scraped_json_api,,scraped_json_api,estimated_value,33.6
606,scraped_json_api,,scraped_json_api,estimated_value,33.6
628,scraped_json_api,,scraped_json_api,estimated_value,33.6
666,scraped_json_api,,scraped_json_api,estimated_value,33.6
862,scraped_json_api,,scraped_json_api,estimated_value,33.6
884,scraped_json_api,,scraped_json_api,estimated_value,33.6
922,scraped_json_api,,scraped_json_api,estimated_value,33.6
1118,scraped_json_api,,scraped_json_api,estimated_value,33.6
1140,scraped_json_api,,scraped_json_api,estimated_value,33.6
1178,scraped_json_api,,scraped_json_api,estimated_value,33.6
1374,scraped_json_api,,scraped_json_api,estimated_value,33.6
1396,scraped_json_api,,scraped_json_api,estimated_value,33.6
1434,scraped_json_api,,scraped_json_api,estimated_value,33.6
357,scraped_json_api,,scraped_json_api,estimated_value,29.12
379,scraped_json_api,,scraped_json_api,estimated_value,29.12
613,scraped_json_api,,scraped_json_api,estimated_value,29.12
635,scraped_json_api,,scraped_json_api,estimated_value,29.12
869,scraped_json_api,,scraped_json_api,estimated_value,29.12
891,scraped_json_api,,scraped_json_api,estimated_value,29.12
1125,scraped_json_api,,scraped_json_api,estimated_value,29.12
1147,scraped_json_api,,scraped_json_api,estimated_value,29.12
1381,scraped_json_api,,scraped_json_api,estimated_value,29.12
1403,scraped_json_api,,scraped_json_api,estimated_value,29.12
362,scraped_json_api,,scraped_json_api,estimated_value,24.96
391,scraped_json_api,,scraped_json_api,estimated_value,24.96
403,scraped_json_api,,scraped_json_api,estimated_value,24.96
618,scraped_json_api,,scraped_json_api,estimated_value,24.96
647,scraped_json_api,,scraped_json_api,estimated_value,24.96
659,scraped_json_api,,scraped_json_api,estimated_value,24.96
